slug,nombre_ejercicio,descripcion,beneficios,errores_comunes,precauciones,tipo_ejercicio,musculos_principales,musculos_secundarios,equipamiento_necesario,nivel_recomendado,intensidad,objetivos_principales,ranking_efectividad,etiquetas,variaciones,hsl_link,direct_link,thumbnail_url,preview_url_webp,storage_video
belt-squat,Belt squat en maquina,"Coloca el cinturón en la máquina específica, párate sobre la plataforma y baja en sentadilla profunda mientras el peso cuelga de la cadera. Ideal para sobrecargar las piernas minimizando estrés en la espalda. Excelente para hipertrofia y rehabilitación.","[""Aumenta carga en piernas sin afectar lumbar"",""Ideal para personas con molestias de espalda"",""Permite progresión en fuerza y volumen""]","[""Inclinar el torso"",""Pies mal posicionados"",""No bajar lo suficiente""]","[""Asegura el cinturón correctamente"",""Controla el recorrido"",""Evita rebotes al subir""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Máquina Belt Squat"",""Cinturón""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""maquina""]","[""belt-squat"",""prensa-pierna"",""sentadilla-maquina""]",https://vz-cddd003b-54d.b-cdn.net/74005ccb-df6a-4303-a990-28449fcbc36e/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/74005ccb-df6a-4303-a990-28449fcbc36e,https://vz-cddd003b-54d.b-cdn.net/74005ccb-df6a-4303-a990-28449fcbc36e/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/74005ccb-df6a-4303-a990-28449fcbc36e/preview.webp?v=1761111800,https://olympo.b-cdn.net/piernas/Belt-Squat.MOV
caminata-lateral-disco,Caminata lateral con disco,"Coloca un disco apoyado en el pecho o sostenido frente al cuerpo. Mantén una ligera flexión de rodillas, espalda recta y el core activado. Da pasos laterales amplios manteniendo la tensión muscular, avanzando en una dirección y luego en la otra. Es ideal para activar glúteos y fortalecer abductores.","[""Activa glúteos y abductores"",""Mejora estabilidad lateral"",""Aumenta control del core y tren inferior""]","[""Juntar demasiado los pies"",""Perder la postura erguida"",""Impulsarse con el torso""]","[""Mantén la tensión en piernas y glúteos"",""Evita pasos muy cortos"",""No arquees la espalda""]",funcional,Glúteos,"[""Abductores"",""Cuádriceps"",""Core""]","[""Disco"",""Peso corporal""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""glúteos"",""piernas"",""funcional"",""gimnasio""]","[""caminata-lateral-disco"",""abduccion-polea"",""patada-gluteo-diagonal-polea""]",https://vz-cddd003b-54d.b-cdn.net/1c058499-5345-40c3-b183-7182c588a3f2/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/1c058499-5345-40c3-b183-7182c588a3f2,https://vz-cddd003b-54d.b-cdn.net/1c058499-5345-40c3-b183-7182c588a3f2/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/1c058499-5345-40c3-b183-7182c588a3f2/preview.webp?v=1752891657,https://olympo.b-cdn.net/piernas/Caminata-Lateral-Disco.mp4
cruce-cables-alto-a-bajo,High to Low Cable Crossover (Lower Chest),"Frente a dos poleas altas, toma las manijas y lleva los brazos en diagonal hacia abajo, juntando manos al nivel de la cadera. Mantén codos semiflexionados y controla la vuelta. Ideal para fibras inferiores.","[""Aísla fibras inferiores"",""Permite máxima contracción y congestión"",""Tensión constante en todo el rango""]","[""No controlar la bajada"",""Cruzar manos en exceso"",""Codos bloqueados""]","[""Peso moderado"",""Control de postura"",""Rango completo sin impulso""]",aislado,Pectoral mayor,"[""Deltoides anterior"",""Bíceps braquial""]","[""Polea alta""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""pecho"",""polea""]","[""cruce-cables-alto-a-bajo"",""cruce-cables-pecho-medio"",""cruce-cables-pecho-alto""]",https://vz-cddd003b-54d.b-cdn.net/3552bcbc-10aa-44ed-b66e-8e3837aea8fe/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/3552bcbc-10aa-44ed-b66e-8e3837aea8fe,https://vz-cddd003b-54d.b-cdn.net/3552bcbc-10aa-44ed-b66e-8e3837aea8fe/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/3552bcbc-10aa-44ed-b66e-8e3837aea8fe/preview.webp?v=1752874335,https://olympo.b-cdn.net/pecho/Cruce-Cables-Alto-A-Bajo.mp4
cruce-cables-bajo-a-alto,Low to High Cable Crossover (Clavicular Focus),"Coloca las poleas en posición baja, toma las manijas y eleva los brazos en diagonal hacia arriba, juntando frente al pecho. Mantén codos semiflexionados y controla el regreso. Enfoca en la parte clavicular.","[""Activa fibras superiores del pectoral"",""Permite gran estiramiento"",""Varía el ángulo del estímulo""]","[""Usar peso muy alto"",""Codos totalmente rectos"",""No controlar la vuelta""]","[""Mantén postura erguida"",""Controla el recorrido"",""No uses impulso""]",aislado,Pectoral mayor,"[""Deltoides anterior"",""Bíceps braquial""]","[""Polea baja""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""pecho"",""polea""]","[""cruce-cables-bajo-a-alto"",""cruce-cables-pecho-alto"",""cruce-cables-pecho-medio""]",https://vz-cddd003b-54d.b-cdn.net/b1254e1f-5032-4e45-a6e6-63cfa9967864/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/b1254e1f-5032-4e45-a6e6-63cfa9967864,https://vz-cddd003b-54d.b-cdn.net/b1254e1f-5032-4e45-a6e6-63cfa9967864/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/b1254e1f-5032-4e45-a6e6-63cfa9967864/preview.webp?v=1761155093,https://olympo.b-cdn.net/pecho/Cruce-Cables-Bajo-A-Alto.MOV
cruce-cables-pecho-alto,High Cable Fly (Crossover),"De pie entre poleas altas, toma las manijas y cruza los brazos ligeramente al frente a la altura del pecho. Mantén codos flexionados, controla el estiramiento y la vuelta. Permite tensión constante y gran bombeo.","[""Estiramiento activo y contracción máxima"",""Tensión constante en todo el rango"",""Permite variar el ángulo de trabajo""]","[""Usar impulso"",""Extender codos en exceso"",""Cruzar demasiado las manos""]","[""Peso ligero/moderado"",""Pies estables"",""Controla la bajada""]",aislado,Pectoral mayor,"[""Deltoides anterior"",""Bíceps braquial""]","[""Polea alta""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""pecho"",""polea""]","[""cruce-cables-pecho-alto"",""cruce-cables-bajo-a-alto"",""cruce-cables-medio""]",https://vz-cddd003b-54d.b-cdn.net/e7b0ac75-135b-47ce-9d4e-ddc5bd89e97e/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/e7b0ac75-135b-47ce-9d4e-ddc5bd89e97e,https://vz-cddd003b-54d.b-cdn.net/e7b0ac75-135b-47ce-9d4e-ddc5bd89e97e/thumbnail_c6e37a8a.jpg,https://vz-cddd003b-54d.b-cdn.net/e7b0ac75-135b-47ce-9d4e-ddc5bd89e97e/preview.webp?v=1752874403,https://olympo.b-cdn.net/pecho/Cruce-Cables-Pecho-Alto.mp4
cruce-cables-pecho-medio,Standing Cable Crossover (Mid/Low Focus),"De pie entre poleas altas, sujeta las manijas y cruza los brazos al frente a la altura del pecho o ligeramente abajo, manteniendo codos semiflexionados. Controla la vuelta. Ideal para congestión de fibras medias y bajas.","[""Foco en fibras medias/bajas"",""Gran congestión de pecho"",""Tensión continua en el músculo""]","[""Cruzar demasiado las manos"",""No controlar el regreso"",""Codos bloqueados""]","[""Controla postura y rango"",""Peso moderado"",""No uses impulso""]",aislado,Pectoral mayor,"[""Deltoides anterior"",""Bíceps braquial""]","[""Polea alta""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""pecho"",""polea""]","[""cruce-cables-pecho-medio"",""cruce-cables-alto-a-bajo"",""cruce-cables-pecho-alto""]",https://vz-cddd003b-54d.b-cdn.net/ea77cf15-b561-4e8b-91c1-664f1a3e8745/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/ea77cf15-b561-4e8b-91c1-664f1a3e8745,https://vz-cddd003b-54d.b-cdn.net/ea77cf15-b561-4e8b-91c1-664f1a3e8745/thumbnail_f7f5a7c3.jpg,https://vz-cddd003b-54d.b-cdn.net/ea77cf15-b561-4e8b-91c1-664f1a3e8745/preview.webp?v=1761153972,https://olympo.b-cdn.net/pecho/Cruce-Cables-Pecho-Medio.mp4
curl-arana-polea,Curl tipo araña en polea,"Acostado boca abajo sobre un banco inclinado, sostiene una barra conectada a la polea baja con las palmas hacia arriba y los brazos colgando perpendiculares al suelo. Flexiona los codos para llevar la barra hacia el pecho, manteniendo los codos apuntando al suelo. Gran aislamiento de bíceps y mínimo impulso.","[""Excelente aislamiento del bíceps"",""Tensión continua ideal para el pico del bíceps"",""Reduce tensión en la espalda baja""]","[""Mover los codos o parte superior de los brazos"",""Usar impulso del torso"",""No completar el rango de movimiento""]","[""Asegura el apoyo del pecho"",""Usa un peso adecuado"",""Controla el movimiento en todo momento""]",aislado,Bíceps braquial,"[""Braquial""]","[""Máquina de polea"",""Barra recta o Z"",""Banco inclinado""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos""]","[""curl-polea-barra"",""curl-polea-cuerda"",""curl-biceps-banco-inclinado""]",https://vz-cddd003b-54d.b-cdn.net/ac0fd2eb-9cdf-4c4f-bbb8-6df436cfecdc/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/ac0fd2eb-9cdf-4c4f-bbb8-6df436cfecdc,https://vz-cddd003b-54d.b-cdn.net/ac0fd2eb-9cdf-4c4f-bbb8-6df436cfecdc/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/ac0fd2eb-9cdf-4c4f-bbb8-6df436cfecdc/preview.webp?v=1753314454,https://olympo.b-cdn.net/brazos/Curl-Arana-Polea.mp4
curl-arrastre-barra,Curl de arrastre con barra,"De pie, espalda recta, sujeta la barra con palmas hacia arriba al ancho de los hombros, mantén la barra en contacto con el cuerpo al subir, llevando los codos hacia atrás. Excelente para el pico del bíceps y para aislar la cabeza larga.","[""Aumenta el grosor y pico del bíceps"",""Aísla el bíceps largo y el braquial"",""Reduce implicación del deltoides anterior""]","[""Alejar la barra del cuerpo"",""No llevar los codos hacia atrás"",""Usar demasiado peso y encorvarse""]","[""Empieza con poco peso"",""Mantén la barra pegada al cuerpo"",""Cuida la postura""]",aislado,Bíceps braquial,"[""Braquial"",""Deltoides posterior"",""Trapecio"",""Antebrazo""]","[""Barra recta o Z"",""Discos de peso""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""brazos""]","[""curl-biceps-barra-recta"",""curl-biceps-barra-z"",""curl-arrastre-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/d1b84b5b-8155-48a1-8656-afade1be3f59/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/d1b84b5b-8155-48a1-8656-afade1be3f59,https://vz-cddd003b-54d.b-cdn.net/d1b84b5b-8155-48a1-8656-afade1be3f59/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/d1b84b5b-8155-48a1-8656-afade1be3f59/preview.webp?v=1752878350,https://olympo.b-cdn.net/brazos/Curl-Arrastre-Barra.mp4
curl-arrastre-mancuernas,Curl de arrastre con mancuernas,"De pie, con la espalda recta, sostiene una mancuerna en cada mano con palmas hacia adelante o neutras. Eleva las mancuernas 'arrastrándolas' pegadas al torso y llevando los codos hacia atrás, sin separar las mancuernas del cuerpo. Baja lentamente y repite. Ideal para una fuerte contracción del bíceps y un movimiento natural de las muñecas.","[""Gran aislamiento de bíceps y braquial"",""Mejor contracción máxima y pico del bíceps"",""Permite trabajo unilateral y más cómodo para hombros""]","[""Separar las mancuernas del cuerpo"",""No llevar los codos hacia atrás"",""Usar impulso o balanceo""]","[""Empieza con poco peso para dominar la técnica"",""Mantén las mancuernas cerca del cuerpo"",""Cuida la postura y el core activo""]",aislado,Bíceps braquial,"[""Braquial"",""Deltoides posterior"",""Trapecio"",""Antebrazo""]","[""Mancuernas""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""brazos""]","[""curl-arrastre-barra"",""curl-biceps-banco-inclinado"",""curl-biceps-simultaneo""]",https://vz-cddd003b-54d.b-cdn.net/e1c74205-726b-4c9f-89ed-2b0e1b436260/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/e1c74205-726b-4c9f-89ed-2b0e1b436260,https://vz-cddd003b-54d.b-cdn.net/e1c74205-726b-4c9f-89ed-2b0e1b436260/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/e1c74205-726b-4c9f-89ed-2b0e1b436260/preview.webp?v=1752879821,https://olympo.b-cdn.net/brazos/Curl-Arrastre-Mancuernas.mp4
curl-biceps-alternado,Curl de bíceps alternado,"De pie o sentado, sujeta una mancuerna en cada mano. Eleva una mancuerna hacia el hombro girando la palma hacia arriba, manteniendo el codo pegado al torso. Alterna brazos. Ayuda a corregir desequilibrios y maximizar la contracción de cada bíceps.","[""Mejora conexión mente-músculo"",""Corrige desequilibrios de fuerza"",""Aumenta activación del bíceps por supinación""]","[""Balanceo excesivo del cuerpo"",""Codos se mueven hacia adelante"",""Descenso rápido sin control""]","[""Controla el movimiento"",""Mantén codos fijos"",""Evita balanceo excesivo""]",aislado,Bíceps braquial,"[""Braquial"",""Braquiorradial"",""Deltoides anterior"",""Antebrazo""]","[""Mancuernas""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""casa"",""brazos""]","[""curl-biceps-simultaneo"",""curl-biceps-martillo"",""curl-concentrado""]",https://vz-cddd003b-54d.b-cdn.net/b7da9447-7240-4b20-8090-af59f95c429f/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/b7da9447-7240-4b20-8090-af59f95c429f,https://vz-cddd003b-54d.b-cdn.net/b7da9447-7240-4b20-8090-af59f95c429f/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/b7da9447-7240-4b20-8090-af59f95c429f/preview.webp?v=1752880264,https://olympo.b-cdn.net/brazos/Curl-Biceps-Alternado.mp4
curl-biceps-banco-inclinado,Curl de bíceps en banco inclinado,"Sentado en un banco inclinado a 45-60°, sujeta una mancuerna en cada mano y deja que los brazos cuelguen hacia abajo. Eleva las mancuernas hacia los hombros girando las palmas hacia arriba, manteniendo los codos fijos y la espalda apoyada.","[""Mayor estiramiento y activación de la cabeza larga"",""Mejor aislamiento y contracción"",""Favorece el desarrollo del pico del bíceps""]","[""Mover los codos hacia adelante"",""No controlar la bajada"",""Acortar el rango de movimiento""]","[""Mantén la técnica estricta"",""No fuerces la extensión del codo"",""Ajusta el banco y revisa la postura""]",aislado,Bíceps braquial,"[""Braquial"",""Braquiorradial"",""Deltoides anterior""]","[""Banco inclinado"",""Mancuernas""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos""]","[""curl-biceps-banco-scott"",""curl-biceps-barra-recta"",""curl-concentrado""]",https://vz-cddd003b-54d.b-cdn.net/0c538139-5317-468e-9c3e-a67df22396dc/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/0c538139-5317-468e-9c3e-a67df22396dc,https://vz-cddd003b-54d.b-cdn.net/0c538139-5317-468e-9c3e-a67df22396dc/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/0c538139-5317-468e-9c3e-a67df22396dc/preview.webp?v=1752881262,https://olympo.b-cdn.net/brazos/Curl-Biceps-Banco-Inclinado.mp4
curl-biceps-banco-scott,Curl de bíceps en banco Scott,"Sentado en banco Scott, apoya los brazos en la almohadilla, sujeta la barra con palmas hacia arriba. Eleva la barra flexionando los codos y controla la bajada para aislar los bíceps, evitando usar impulso. Excelente para el pico del bíceps.","[""Aislamiento superior del bíceps"",""Énfasis en la cabeza corta y el braquial"",""Mejora conexión mente-músculo""]","[""Levantar los codos de la almohadilla"",""No extender los brazos al bajar"",""Movimiento rápido sin control""]","[""No uses peso excesivo"",""Controla la bajada"",""Ajusta el banco a tu altura""]",aislado,Bíceps braquial,"[""Braquial"",""Braquiorradial""]","[""Banco Scott"",""Barra recta o Z"",""Discos de peso""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos""]","[""curl-biceps-barra-recta"",""curl-biceps-barra-z"",""curl-biceps-banco-inclinado""]",https://vz-cddd003b-54d.b-cdn.net/e2cab112-f138-40ac-8c7a-f347577e1184/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/e2cab112-f138-40ac-8c7a-f347577e1184,https://vz-cddd003b-54d.b-cdn.net/e2cab112-f138-40ac-8c7a-f347577e1184/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/e2cab112-f138-40ac-8c7a-f347577e1184/preview.webp?v=1752882277,https://olympo.b-cdn.net/brazos/D3b815f4-A6f5-44Fd-Bf9e-95085Bcf0941.mp4
curl-biceps-banco-scott-maquina,Curl de bíceps en banco Scott (máquina),"Sentado en la máquina Scott, ajusta la altura del asiento para que los brazos queden cómodos en la almohadilla. Sujeta las agarraderas con palmas hacia arriba y apoya los brazos firmemente. Flexiona los codos para elevar las agarraderas hacia los hombros y baja de forma controlada sin despegar los brazos del soporte. Concéntrate en el aislamiento y control del bíceps.","[""Aislamiento extremo del bíceps"",""Reduce el estrés en la espalda baja"",""Permite gran conexión mente-músculo""]","[""Ajuste incorrecto de la máquina"",""Levantar los codos o los hombros de la almohadilla"",""Rango de movimiento incompleto o rápido""]","[""Ajusta la máquina a tu medida"",""Evita cargas excesivas que comprometan la técnica"",""Controla la bajada del peso""]",aislado,Bíceps braquial,"[""Braquial""]","[""Máquina Scott""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""brazos""]","[""curl-biceps-banco-scott"",""curl-maquina-especifica"",""curl-polea-barra""]",https://vz-cddd003b-54d.b-cdn.net/e1a72e05-c29b-43a5-85c0-dd82a4bcac58/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/e1a72e05-c29b-43a5-85c0-dd82a4bcac58,https://vz-cddd003b-54d.b-cdn.net/e1a72e05-c29b-43a5-85c0-dd82a4bcac58/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/e1a72e05-c29b-43a5-85c0-dd82a4bcac58/preview.webp?v=1752881181,https://olympo.b-cdn.net/brazos/Curl-Biceps-Banco-Scott-Maquina.mp4
curl-biceps-barra-recta,Curl de bíceps con barra recta,"De pie, con los pies separados al ancho de los hombros y el core activado, sostiene una barra recta con las palmas hacia arriba y los brazos extendidos. Flexiona los codos para elevar la barra hacia los hombros, manteniendo los codos pegados al torso y evitando el impulso del cuerpo. Controla la bajada y la subida para maximizar el trabajo del bíceps, manteniendo la espalda recta. Respira exhalando al subir e inhalando al bajar.","[""Desarrolla masa y fuerza del bíceps"",""Permite usar cargas progresivas"",""Mejora fuerza de agarre""]","[""Balancear el cuerpo para levantar la barra"",""Separar los codos del torso"",""No completar el rango de movimiento""]","[""Mantén los codos fijos al torso"",""Evita cargas excesivas"",""Si sientes dolor en muñecas usa barra Z o mancuernas""]",aislado,Bíceps braquial,"[""Braquial"",""Braquiorradial"",""Deltoides anterior"",""Antebrazo""]","[""Barra recta"",""Discos de peso""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""barra"",""brazos""]","[""curl-biceps-barra-z"",""curl-arrastre-barra"",""curl-polea-barra""]",https://vz-cddd003b-54d.b-cdn.net/391c88b8-997e-482e-b116-bbc4da1f2f64/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/391c88b8-997e-482e-b116-bbc4da1f2f64,https://vz-cddd003b-54d.b-cdn.net/391c88b8-997e-482e-b116-bbc4da1f2f64/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/391c88b8-997e-482e-b116-bbc4da1f2f64/preview.webp?v=1752880654,https://olympo.b-cdn.net/brazos/Curl-Biceps-Barra-Recta.mp4
curl-biceps-barra-z,Curl de bíceps con barra Z,"De pie, espalda recta, core activado, sujeta una barra Z con las palmas hacia arriba en las secciones anguladas. Flexiona los codos para elevar la barra hacia los hombros, manteniendo los codos pegados al torso y evitando el impulso. Controla el ascenso y el descenso para proteger muñecas y codos.","[""Desarrolla masa y fuerza del bíceps y braquial"",""Reduce molestias en muñecas/codos"",""Permite cargas progresivas""]","[""Usar el impulso del cuerpo"",""Separar los codos del torso"",""No completar el rango de movimiento""]","[""Mantén los codos fijos al torso"",""Evita balancear el cuerpo"",""Elige un peso adecuado""]",aislado,Bíceps braquial,"[""Braquial"",""Braquiorradial"",""Deltoides anterior"",""Antebrazo""]","[""Barra Z"",""Discos de peso""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""barra"",""brazos""]","[""curl-biceps-barra-recta"",""curl-arrastre-barra"",""curl-polea-barra""]",https://vz-cddd003b-54d.b-cdn.net/cdcdeb8b-6fbe-42bf-924d-c620a441ca6e/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/cdcdeb8b-6fbe-42bf-924d-c620a441ca6e,https://vz-cddd003b-54d.b-cdn.net/cdcdeb8b-6fbe-42bf-924d-c620a441ca6e/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/cdcdeb8b-6fbe-42bf-924d-c620a441ca6e/preview.webp?v=1752880709,https://olympo.b-cdn.net/brazos/Curl-Biceps-Barra-Z.mp4
curl-biceps-martillo,Curl de bíceps tipo martillo,"De pie o sentado, sujeta una mancuerna en cada mano con palmas enfrentadas (agarre neutro). Flexiona los codos para elevar las mancuernas hacia los hombros, manteniendo los codos pegados al torso. Enfocado en el braquial y antebrazo.","[""Desarrolla el braquial para brazos más gruesos"",""Fortalece el antebrazo y agarre"",""Suele ser cómodo para las muñecas""]","[""Convertir el agarre en supino"",""Balanceo del cuerpo"",""Codos se abren o se adelantan""]","[""Mantén el agarre neutro"",""Controla el peso en todo el rango"",""No uses peso excesivo""]",aislado,Bíceps braquial,"[""Braquiorradial"",""Bíceps braquial"",""Antebrazo""]","[""Mancuernas""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""casa"",""brazos""]","[""curl-biceps-alternado"",""curl-biceps-simultaneo"",""curl-biceps-banco-inclinado""]",https://vz-cddd003b-54d.b-cdn.net/f5878703-9662-48ea-aadd-c86093305f16/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/f5878703-9662-48ea-aadd-c86093305f16,https://vz-cddd003b-54d.b-cdn.net/f5878703-9662-48ea-aadd-c86093305f16/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/f5878703-9662-48ea-aadd-c86093305f16/preview.webp?v=1752881305,https://olympo.b-cdn.net/brazos/Curl-Biceps-Martillo.mp4
curl-biceps-simultaneo,Curl de bíceps en simultáneo,"De pie o sentado, sujeta una mancuerna en cada mano y eleva ambas simultáneamente girando las palmas hacia arriba. Mantén los codos pegados al torso y controla el movimiento en ambas direcciones.","[""Ahorra tiempo y trabaja ambos brazos a la vez"",""Desarrolla fuerza equilibrada"",""Alta activación del bíceps""]","[""Balanceo del cuerpo"",""Codos se mueven hacia adelante"",""Rango de movimiento incompleto o bajada rápida""]","[""Mantén la espalda recta"",""Controla el movimiento"",""Usa un peso manejable""]",aislado,Bíceps braquial,"[""Braquial"",""Braquiorradial"",""Deltoides anterior"",""Antebrazo""]","[""Mancuernas""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""casa"",""brazos""]","[""curl-biceps-alternado"",""curl-biceps-martillo"",""curl-camarero""]",https://vz-cddd003b-54d.b-cdn.net/a2d6c8af-1c9d-4bc3-a925-1987602c1251/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/93871a1a-2202-487e-b72b-971f3a1f95f6,https://vz-cddd003b-54d.b-cdn.net/93871a1a-2202-487e-b72b-971f3a1f95f6/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/93871a1a-2202-487e-b72b-971f3a1f95f6/preview.webp?v=1752881816,https://olympo.b-cdn.net/brazos/Curl-Biceps-Simultaneo.mp4
curl-biceps-smith,Curl de bíceps con barra en máquina Smith,"De pie frente a la máquina Smith, sujeta la barra con palmas hacia arriba al ancho de los hombros. Flexiona los codos para subir la barra hacia los hombros, manteniendo los codos cerca del torso y la espalda recta. La máquina guía el movimiento, ideal para aprender la técnica o aislar el bíceps.","[""Permite concentrarse en la contracción"",""Seguro para principiantes"",""Variación si no hay barras libres""]","[""Posicionamiento incorrecto frente a la barra"",""Usar impulso"",""Movimiento rápido sin control""]","[""Ajusta la postura para que el movimiento sea natural"",""No confíes solo en la máquina"",""Engancha la barra con seguridad""]",aislado,Bíceps braquial,"[""Braquial"",""Braquiorradial""]","[""Máquina Smith"",""Banco Scott (opcional)""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""brazos""]","[""curl-biceps-barra-recta"",""curl-biceps-barra-z"",""curl-biceps-banco-scott""]",https://vz-cddd003b-54d.b-cdn.net/e9a7b53b-c70f-42ba-8ed6-a5ce6f094f36/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/e9a7b53b-c70f-42ba-8ed6-a5ce6f094f36,https://vz-cddd003b-54d.b-cdn.net/e9a7b53b-c70f-42ba-8ed6-a5ce6f094f36/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/e9a7b53b-c70f-42ba-8ed6-a5ce6f094f36/preview.webp?v=1752881859,https://olympo.b-cdn.net/brazos/Curl-Biceps-Smith.mp4
curl-camarero,Curl del camarero,"De pie o sentado, sostiene una mancuerna con ambas manos por el extremo, palmas hacia arriba como si sostuvieras una bandeja. Flexiona los codos para elevar la mancuerna hacia el pecho o barbilla, manteniendo las palmas hacia arriba y las muñecas estables. Baja lentamente sin perder la postura. Enfatiza la contracción máxima del bíceps de forma diferente a los curls tradicionales.","[""Estimula el bíceps y braquial de manera única"",""Mejora la fuerza y estabilidad de la muñeca"",""Introduce variedad para el bíceps""]","[""Doblar las muñecas o perder la posición"",""Usar impulso del cuerpo"",""Movimiento rápido o descontrolado""]","[""Empieza con poco peso"",""Mantén las palmas hacia arriba y muñecas estables"",""Controla el movimiento en todo momento""]",aislado,Bíceps braquial,"[""Braquial"",""Flexores del antebrazo"",""Deltoides anterior"",""Estabilizadores de la muñeca""]","[""Mancuerna""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""brazos""]","[""curl-biceps-simultaneo"",""curl-zottman"",""curl-biceps-martillo""]",https://vz-cddd003b-54d.b-cdn.net/867ba86c-e1e1-47e1-ae94-c7d14a544c25/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/867ba86c-e1e1-47e1-ae94-c7d14a544c25,https://vz-cddd003b-54d.b-cdn.net/867ba86c-e1e1-47e1-ae94-c7d14a544c25/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/867ba86c-e1e1-47e1-ae94-c7d14a544c25/preview.webp?v=1752881898,https://olympo.b-cdn.net/brazos/Curl-Camarero.mp4
